keep	question_id	topic_sim	orig_type	question	src_gold(참고)	context_head	검수사유
X	natua_yes_no_finance-7212476_k3	0.0302	yes_no	대규모의 사업장에서 성별 채용 유지율의 차이가 크니	Yes	(2) 대규모 PHCB사업자 면허 의무화 등 면허 체계 개편 □ 차량과 사업 종류에 따른 기존의 면허 체계를 제공하는 서비스에 따른 새로운 면허 체계로 개편하고, 기존에는 관련 면허 제도가 없어 면허 취득 의무가 없었던 PHCB사업자 중 플랫폼에 등록된 차량이 800대 이상인 대규모 PHCB사업자에게도 해당 영업면허 취득을 의무화함 ○ 기존에는 택시운영사업	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7636470_k3	0.0301	yes_no	비정규직 비율이 수도권에 비해 비수도권에서 9퍼센트 높게 나온 업종은 단순노무직일까	Yes	(2) 단위학교의 참여 축소 논란 현행 교장공모제는 심사의 공정성을 높이고 심사절차의 복잡성을 해소한다는 취지에서 심사절차를 변경하였다. 5차 시범적용까지 단위학교는 상위 2인을 선정하는 3단계까지 참여하였으나, 현재는 3배수를 선정하는 1단계만 참여할 수 있게 되어있다. 또한 학교운영위원이 로비의 대상이 되는 것을 막기 위해 학교운영위원의 학교심사위 참여	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7634489_k1	0.0301	yes_no	비정규직 비중이 큰 건 수도권지역의 고졸에서만이지	No	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7634489_k2	0.0301	yes_no	비정규직 비중이 큰 건 수도권지역의 고졸에서만이지	No	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7046792_k2	0.03	yes_no	스위스국립은행은 통화정책을 이행할 때 경제성장도 생각해야 할까	Yes	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7046792_k3	0.03	yes_no	스위스국립은행은 통화정책을 이행할 때 경제성장도 생각해야 할까	Yes	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437832_k3	0.03	yes_no	사업자가 채용한 운전자의 경우 독점 계약 금지 예외 대상이이지	Yes	셋째, 한국은행의 목적을 규정한 한국은행 법의 목적 조항(제1조)에서 금융 안정에 유의하여야 함을 규정하고 있다는 사실이다. 또한 이와 같이 목적 조항을 개정함과 동시에 이를 뒷받침하기 위하여 긴급 유동성 지원 제도 개편, 공개시장조작 방식에 증권 대차 추가, 지급준비금 적립 대상 채무 확대 등의 개정이 이루어진 사실도 금융 안정이 한국은행의 목적의 하나임	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212466_k1	0.03	yes_no	캐나다는 50주로 유급 육아휴직을 연장한 나라니	Yes	금융위원회와 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 신용정보회사 등의 관리 강화를 위하여 필요한 인력 1명(5급 1명)을 증원하고, 인력 관리의 효율성을 높이기 위하여 금융위원회 인력 1명(기록연구사 1명)을 금융정보분석원으로 재배정하는 것으로「금융위원회와 그 소속기관 직제」(대통령령 제00000호, 2016. 00. 00. 공포	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212466_k2	0.03	yes_no	캐나다는 50주로 유급 육아휴직을 연장한 나라니	Yes	금융위원회와 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 신용정보회사 등의 관리 강화를 위하여 필요한 인력 1명(5급 1명)을 증원하고, 인력 관리의 효율성을 높이기 위하여 금융위원회 인력 1명(기록연구사 1명)을 금융정보분석원으로 재배정하는 것으로「금융위원회와 그 소속기관 직제」(대통령령 제00000호, 2016. 00. 00. 공포	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462332_k3	0.0299	yes_no	삼 개월 정도의 짧은 휴직이 임금에 영향을 줬을까	No	(2) 대규모 PHCB사업자 면허 의무화 등 면허 체계 개편 □ 차량과 사업 종류에 따른 기존의 면허 체계를 제공하는 서비스에 따른 새로운 면허 체계로 개편하고, 기존에는 관련 면허 제도가 없어 면허 취득 의무가 없었던 PHCB사업자 중 플랫폼에 등록된 차량이 800대 이상인 대규모 PHCB사업자에게도 해당 영업면허 취득을 의무화함 ○ 기존에는 택시운영사업	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6477453_k3	0.0298	yes_no	여러 가지의 실물과 금융통계들이 국민소득통계의 기초자료로써 활용됐어	Yes	1. 제1유형 제1유형의 전형적인 모습은 중국인민은행법과 말레이시아 중앙은행법에서 볼 수 있다. 태국은행법도 같은 유형으로 분류할 수 있다. (1) 중국인민은행법은 중국인민은행이 통화정책을 수립·집행하고, 금융안정을 유지하여야 한다고 규정하고 이를 위한 중국인민은행의 기능과 책임을 열거하고 있다. 특히 중국인민은행의 기능 및 책임과 관련하여 명령과 규정을 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437827_k1	0.0297	yes_no	택시와 승차공유 운전자 모두 운전자직업면허를 취득해야 하지만 정기 차량 검사는 택시만 받니	No	(2) 단위학교의 참여 축소 논란 현행 교장공모제는 심사의 공정성을 높이고 심사절차의 복잡성을 해소한다는 취지에서 심사절차를 변경하였다. 5차 시범적용까지 단위학교는 상위 2인을 선정하는 3단계까지 참여하였으나, 현재는 3배수를 선정하는 1단계만 참여할 수 있게 되어있다. 또한 학교운영위원이 로비의 대상이 되는 것을 막기 위해 학교운영위원의 학교심사위 참여	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437827_k2	0.0297	yes_no	택시와 승차공유 운전자 모두 운전자직업면허를 취득해야 하지만 정기 차량 검사는 택시만 받니	No	(2) 단위학교의 참여 축소 논란 현행 교장공모제는 심사의 공정성을 높이고 심사절차의 복잡성을 해소한다는 취지에서 심사절차를 변경하였다. 5차 시범적용까지 단위학교는 상위 2인을 선정하는 3단계까지 참여하였으나, 현재는 3배수를 선정하는 1단계만 참여할 수 있게 되어있다. 또한 학교운영위원이 로비의 대상이 되는 것을 막기 위해 학교운영위원의 학교심사위 참여	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6478015_k1	0.0296	yes_no	코로나 재유행으로 올라갔던 미국 금리의 상승폭이 줄어들게 됐어	Yes	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6478015_k2	0.0296	yes_no	코로나 재유행으로 올라갔던 미국 금리의 상승폭이 줄어들게 됐어	Yes	(3) 금융안정협의기구 설치 한국은행 및 기획재정부, 금융위원회가 각각 금융 안정 목표와 정책수단을 분담하고 있는 상황이므로 금융 안정이라는 공동의 목표를 달성하기 위하여 각 기관이 참여하는 금융 안정협의기구를 구성하여 설치할 필요가 있다. 금융 안정협의기구는 각 기관의 금융 안정 관련 정보를 교환하고, 정책을 협의하는 기능을 수행하여야 할 것이다. 금융 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7714966_k1	0.0296	yes_no	여성의 고용과 출산율을 시도별로 많이 다를까	Yes	(2) 영란은행법은 통화정책과 관련하여 영란은행의 목적은 물가안정 유지 및 정부의 경제정책 지원이라고 규정하면서 별도로 금융시스템의 안정성을 유지하고 제고하는데 기여하는 것이 영란은행의 목적이라고 명시하고 있다. 또한 금융안정 목적을 위하여 재무부 및 금융감독당국과 협력하여야 함을 규정하고 있다. 영란은행법 제2조A(금융안정목적) : (1) 영란은행의 목적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7714966_k2	0.0296	yes_no	여성의 고용과 출산율을 시도별로 많이 다를까	Yes	(2) 영란은행법은 통화정책과 관련하여 영란은행의 목적은 물가안정 유지 및 정부의 경제정책 지원이라고 규정하면서 별도로 금융시스템의 안정성을 유지하고 제고하는데 기여하는 것이 영란은행의 목적이라고 명시하고 있다. 또한 금융안정 목적을 위하여 재무부 및 금융감독당국과 협력하여야 함을 규정하고 있다. 영란은행법 제2조A(금융안정목적) : (1) 영란은행의 목적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437817_k3	0.0294	yes_no	지점 간 여객운송은 승차공유가 시작되기 전까지는 대부분 택시로 했지	Yes	교장공모제는 교장 임용 다양화정책의 일환으로 기존의 교장승진제도와 초빙교장제의 한계를 극복하고 학교와 지역 발전을 촉진할 수 있는 교장을 임용하기 위한 차원에서 도입되었다. 그간의 경위를 보면, 2005년 11월 교육인적자원부는 ‘교장초빙ㆍ공모제 시범운영 추진계획’을 마련하였고, 대통령자문 교육혁신위원회가 개선방안을 구상하였다. 그리고 2007년 4월에는 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462285_k3	0.0294	yes_no	성별 고용 유지율의 차이는 여성 근로자의 비율이 커지면 더 심화되니	Yes	고용보험법 시행령 일부개정령(안) 입법예고 1. 개정이유 기존에 직업안정기관의 장에게 위임하던 피보험자격관리 업무를 근로복지공단에 위탁함으로써 현재 고용보험의 적용 및 보험료 부과 업무와 고용보험 피보험자격관리 업무의 이원화에 따라 나타나는 행정 비효율 및 국민 불편사항 등을 개선하려는 것임 2. 주요내용 가. 피보험자격관리 업무를 근로복지공단에 위탁(안 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462284_k1	0.0291	yes_no	여성 근로자의 비중이 많아지면 성별 고용 유지율의 차이가 더 커질까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462284_k2	0.0291	yes_no	여성 근로자의 비중이 많아지면 성별 고용 유지율의 차이가 더 커질까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7459884_k1	0.029	yes_no	30대와 40대가 비수도권과 수도권의 정규직 비중이 컸던 연령층이니	Yes	(2) 대규모 PHCB사업자 면허 의무화 등 면허 체계 개편 □ 차량과 사업 종류에 따른 기존의 면허 체계를 제공하는 서비스에 따른 새로운 면허 체계로 개편하고, 기존에는 관련 면허 제도가 없어 면허 취득 의무가 없었던 PHCB사업자 중 플랫폼에 등록된 차량이 800대 이상인 대규모 PHCB사업자에게도 해당 영업면허 취득을 의무화함 ○ 기존에는 택시운영사업	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7714967_k1	0.029	yes_no	각 시도마다 여성의 고용과 출산율이 크게 상이하니	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7714967_k2	0.029	yes_no	각 시도마다 여성의 고용과 출산율이 크게 상이하니	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7636471_k3	0.0289	yes_no	단순노무직은 수도권 보다 비수도권에서 비정규직 비중이 9퍼센트 높게 나온 업종이니	Yes	고용보험법 시행령 일부개정령(안) 입법예고 1. 개정이유 기존에 직업안정기관의 장에게 위임하던 피보험자격관리 업무를 근로복지공단에 위탁함으로써 현재 고용보험의 적용 및 보험료 부과 업무와 고용보험 피보험자격관리 업무의 이원화에 따라 나타나는 행정 비효율 및 국민 불편사항 등을 개선하려는 것임 2. 주요내용 가. 피보험자격관리 업무를 근로복지공단에 위탁(안 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6794138_k2	0.0288	yes_no	한국은행법은 제정 당시에 형태상 제2유형의 중앙은행법으로 분류되었니	Yes	4. 개선방향 교장공모제는 교장인사제도의 개혁이자 학교자율화 정책의 핵심과제이다. 그러므로 앞에서 언급한 문제점을 보완하여 학교현장에 성공적으로 정착시키기 위한 노력이 필요하다. 이를 위한 개선방향을 제시하면 다음과 같다. (1) 단위학교의 선택권 강화 필요 교장공모제를 통하여 교장인사권의 분산을 도모한다면 제도 도입 여부 및 유형에 대한 선택권을 구성원들	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437827_k3	0.0288	yes_no	택시와 승차공유 운전자 모두 운전자직업면허를 취득해야 하지만 정기 차량 검사는 택시만 받니	No	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212448_k2	0.0286	yes_no	경력단절자가 기혼 여성 중 차지하는 비율은 29.2퍼센트니	Yes	(5) 기타 □ 장애인 등 교통약자가 이용할 수 있는 통합적인(inclusive) 지점 간 여객운송을 위한 규정을 마련함 ○ 택시운영사업자에게는 스마트폰 애플리케이션이나 인터넷 웹사이트 등을 활용하여 예약하기 어려운 사람들을 위해 전화 예약 콜센터를 운영할 의무를 부과함 ○ 소규모 사업자 외에 호출영업 면허를 받아야 하는 사업자에게는 승객이 차량 내 접이식	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212448_k3	0.0286	yes_no	경력단절자가 기혼 여성 중 차지하는 비율은 29.2퍼센트니	Yes	(5) 기타 □ 장애인 등 교통약자가 이용할 수 있는 통합적인(inclusive) 지점 간 여객운송을 위한 규정을 마련함 ○ 택시운영사업자에게는 스마트폰 애플리케이션이나 인터넷 웹사이트 등을 활용하여 예약하기 어려운 사람들을 위해 전화 예약 콜센터를 운영할 의무를 부과함 ○ 소규모 사업자 외에 호출영업 면허를 받아야 하는 사업자에게는 승객이 차량 내 접이식	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7714966_k3	0.0283	yes_no	여성의 고용과 출산율을 시도별로 많이 다를까	Yes	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6478016_k1	0.0282	yes_no	상승했던 미국 금리의 인상폭이 코로나 재유행 때문에 감소했어	Yes	1차 및 2차 세계대전, 금본위제의 붕괴와 경제에 관한 정부 역할에 대한 시각 변화 등에 따라 20세기 초까지 중앙은행은 공공정책 기관으로 완전히 변신하였다. 중앙은행들은 새로운 통화질서를 관리하는 임무를 갖게 되었으며, 아직 중앙은행을 설립하지 않은 국가들은 국가 거시경제에서 핵심 역할을 하는 중앙은행의 설립을 촉구 받았으며, 많은 국가에서 중앙은행의 국	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212468_k3	0.0282	yes_no	독일 여성의 직장 복귀는 육아휴직기간이 늘어남에 따라 연기된 거지	Yes	1차 및 2차 세계대전, 금본위제의 붕괴와 경제에 관한 정부 역할에 대한 시각 변화 등에 따라 20세기 초까지 중앙은행은 공공정책 기관으로 완전히 변신하였다. 중앙은행들은 새로운 통화질서를 관리하는 임무를 갖게 되었으며, 아직 중앙은행을 설립하지 않은 국가들은 국가 거시경제에서 핵심 역할을 하는 중앙은행의 설립을 촉구 받았으며, 많은 국가에서 중앙은행의 국	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437839_k2	0.0281	yes_no	자율주행자동차 운행에 대비해 여객운송 체계를 새롭게 바꿀 필요는 없는 걸까	No	4. 개선방향 교장공모제는 교장인사제도의 개혁이자 학교자율화 정책의 핵심과제이다. 그러므로 앞에서 언급한 문제점을 보완하여 학교현장에 성공적으로 정착시키기 위한 노력이 필요하다. 이를 위한 개선방향을 제시하면 다음과 같다. (1) 단위학교의 선택권 강화 필요 교장공모제를 통하여 교장인사권의 분산을 도모한다면 제도 도입 여부 및 유형에 대한 선택권을 구성원들	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7462587_k3	0.0279	yes_no	비수도권과 수도권은 연령상승으로 인한 임금상승분이 비슷했을까	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7634489_k3	0.0279	yes_no	비정규직 비중이 큰 건 수도권지역의 고졸에서만이지	No	□ 시사점 ◦ 우리나라도 싱가포르의 정책 사례를 참고하여 ① 스마트폰 애플리케이션을 활용한 서비스 도입 등 여객운송 산업에서 지금까지 나타난 변화에 대응하고 자율주행자동차의 등장 등 앞으로 다가올 더 큰 변화에 효과적으로 대응할 수 있도록 새로운 여객운송 정책 체계를 마련하고 ② 그 과정에서 정책 당사자의 소통과 협력을 통하여 정책 수립의 효율성 및 신뢰성	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437839_k3	0.0277	yes_no	자율주행자동차 운행에 대비해 여객운송 체계를 새롭게 바꿀 필요는 없는 걸까	No	(2) 유관기관간 MOU 체결 기획재정부, 금융위원회 등과 금융 안정과 관련하여 어느 기관이 어떠한 책임을 갖는지를 명확하게 하는 MOU를 체결함으로써 유관기관 간 책임관계를 분명히 하고 평상시 및 위기 시의 협력분야, 절차 등을 정할 필요가 있다. 즉 현재 정보 공유와 공동검사에 국한된 한국은행과 금융 감독당국과의 MOU가 존재하고 있으나, 유관기관이 명	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6478015_k3	0.0277	yes_no	코로나 재유행으로 올라갔던 미국 금리의 상승폭이 줄어들게 됐어	Yes	〈표 3-7〉을 보면, 학력수준이 높아질수록 수도권과 비수도권 모두 정규직-비정규직간 임금차이가 더욱 벌어지는 현상이 나타나고, 특히 대졸이상인 경우 수도권에서 큰 차이를 보였다. 3.1.5 근속년수별 임금수준에 대한 비교 〈표 3-8〉을 보면, 근속기간이 증가할수록 임금수준뿐만 아니라 수도권-비수도권간 임금차이도 증가하는 경향을 보였다. 특히 5-10년의	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390529_k1	0.0277	yes_no	교육감이 주도하던 교장 인사권을 단위별 학교로 분산하겠다고 교육과학기술부는 발표했어	Yes	육아휴직지원 제도는 휴직기간과 휴직 중 급여로 구분할 수 있다. 육아휴직 기간의 연장이 여성의 노동시장 참여도에 미치는 단기적인 영향의 추정치는 국가에 따라 다르나, 장기적인 효과는 대부분 거의 없는 것으로 추정되었다.  캐나다에서는 2000년에 유급 육아휴직이 25주에서 50주로 연장되었다. Hanratty and Trzcinski(2009)는 이러한 정	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6390529_k2	0.0277	yes_no	교육감이 주도하던 교장 인사권을 단위별 학교로 분산하겠다고 교육과학기술부는 발표했어	Yes	육아휴직지원 제도는 휴직기간과 휴직 중 급여로 구분할 수 있다. 육아휴직 기간의 연장이 여성의 노동시장 참여도에 미치는 단기적인 영향의 추정치는 국가에 따라 다르나, 장기적인 효과는 대부분 거의 없는 것으로 추정되었다.  캐나다에서는 2000년에 유급 육아휴직이 25주에서 50주로 연장되었다. Hanratty and Trzcinski(2009)는 이러한 정	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437835_k1	0.0276	yes_no	카풀 사업자에 대해 적용되던 여러 가지 의무가 풀리게 됐어	No	반면, [그림 8]의 패널 (2)에서 보는 바와 같이 경기도내 지역에 따라 성별 고용률 차이와 출산율 사이에는 뚜렷한 음의 상관관계를 찾을 수 있다. 구체적으로 경기도에서 성별 고용률 격차가 가장 큰 지역은 오산시(32.7%p), 화성시(30.6%p), 남양주시(30.1%p), 용인시(29.5%p), 시흥시(29.5%p) 순으로 나타났고, 가장 낮은 지역은	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437835_k2	0.0276	yes_no	카풀 사업자에 대해 적용되던 여러 가지 의무가 풀리게 됐어	No	반면, [그림 8]의 패널 (2)에서 보는 바와 같이 경기도내 지역에 따라 성별 고용률 차이와 출산율 사이에는 뚜렷한 음의 상관관계를 찾을 수 있다. 구체적으로 경기도에서 성별 고용률 격차가 가장 큰 지역은 오산시(32.7%p), 화성시(30.6%p), 남양주시(30.1%p), 용인시(29.5%p), 시흥시(29.5%p) 순으로 나타났고, 가장 낮은 지역은	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-6437835_k3	0.0274	yes_no	카풀 사업자에 대해 적용되던 여러 가지 의무가 풀리게 됐어	No	본 실증 분석에서는 보육료 지원 사업이 여성 고용을 증진시키는 데에 뚜렷한 효과가 없는 것으로 나타났으나, 이는 보육 지원 자체의 효과가 없기 때문이라기보다는 보육 지원 방식이 제한적이기 때문인 것으로 사료된다. 앞서 언급했듯이 현재의  보육료 지원은 부모가 자녀를 보육시설에 보냈을 때에만 혜택을 받을 수 있다는 점에서 시설을 통한 보육을 지원하는 현물 급	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212454_k1	0.0274	yes_no	경기도에서 남자에 비해 여성의 고용률이 저조했을까	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212454_k2	0.0274	yes_no	경기도에서 남자에 비해 여성의 고용률이 저조했을까	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7459884_k2	0.0273	yes_no	30대와 40대가 비수도권과 수도권의 정규직 비중이 컸던 연령층이니	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
X	natua_yes_no_finance-7212491_k3	0.0273	yes_no	성별 고용률의 격차 요인은 여성 근로자의 비중과 사업장의 규모일까	Yes	(3) 승객과 운전자의 안전 보장 조치 □ 모든 사업자(면허가 불필요한 소규모 사업자 포함)는 해당 차량 운행에 필요한 직업면허를 갖춘 운전자와 보험에 가입하고 차량 검사에 합격한 차량만을 활용하여 직접 차량을 운행하거나 예약을 중개할 수 있으며, 이를 위반하는 사업자에 대해서는 육상교통청이 운전자들에게 그 사업자를 위하여 운전하는 것을 금지할 수 있음 ○	분야 상이/상식성/중복 (1차 판정 기준 동일 적용)
