keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
O	natua_table_lookup_finance-6801397	0.0352	table_lookup	전자산업의 주력 수출품 중 LCD의 2005년 기준 시장점유율이 어떻게 돼	28.0	□ 심판청구 총 처리건수는 2013년 기준으로 7,314건이며 이 중 국세 인용률은 32.9%, 지방세 인용률은 8.5%로 국세가 높은 것으로 나타났음 (단위: 건, %)  [표 7] 조세심판원 심판청구 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">전년이월</td><td rowspan="2	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212468	0.0352	yes_no	독일 여성의 직장 복귀는 육아휴직기간이 늘어남에 따라 연기된 거지	Yes	금융위원회와 그 소속기관 직제 시행규칙 일부개정령(안) 입법예고 1. 개정이유 신용정보회사 등의 관리 강화를 위하여 필요한 인력 1명(5급 1명)을 증원하고, 인력 관리의 효율성을 높이기 위하여 금융위원회 인력 1명(기록연구사 1명)을 금융정보분석원으로 재배정하는 것으로「금융위원회와 그 소속기관 직제」(대통령령 제00000호, 2016. 00. 00. 공포	분야 상이
O	natua_table_lookup_finance-7167784	0.0351	table_lookup	충청북도를 담당하는 대전지방국세청 산하의 충북혁신지서가 관할하는 구역이 어디야	충청북도 음성군, 진천군	□ 권리보호요청은 다른 납세자 권익보호 제도보다 처리건수가 적은 편으로, 지방국세청 중에서는 서울지방국세청이 332건으로 가장 많으며, 대구지방국세청이 93건으로 가장 적은 것으로 나타남 (단위: 건)  [표 16] 2013년 중앙청･세무서별 권리보호요청 현황 <table><tbody><tr><td colspan="2" rowspan="2">구분</td><	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7718419	0.035	yes_no	경기도 지역의 이십 대 후반 청년층의 2013년도 고용률은 괜찮은 편일까	Yes	1. 제정 배경과 경과 (1) 제정 배경 □ 싱가포르에서는 지점 간 여객운송(택시+승차공유, point-to-point passenger transport)이 크게 변화하면서 이에 대응하기 위하여 새로운 규제 프레임워크를 도입할 필요성이 제기됨 ○ 과거(2013년 이전)에는 지점 간 여객운송이 28,000여대의 택시만으로 주로 이루어졌고 관련 사업도 택시운	분야 상이
O	natua_table_lookup_finance-6991862	0.0348	table_lookup	어느 정도의 돈이 15년에 착오송금된 후 반환되지 않았어	90,065	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212421	0.0348	yes_no	비수도권과 수도권의 정규직에서 아주 높았던 것은 3년 넘는 근속자의 비율일까	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
O	natua_table_lookup_finance-7711742	0.0343	table_lookup	2013년 기준으로 권리보호요청 처리대상 건수는 얼마로 집계됐지	1,103	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-6380176	0.0341	text_span	2014년에 상업영화를 외국으로 판매해서 번 돈은 얼마나 돼	664억원	(2) 국외 현충시설 관리현황 국외에 산재해 있는 독립운동 관련시설 및 한국전 참전시설에 대한 관리는 해당국가의 지방정부나 민간단체 등이 주관하며 우리의 국가보훈처 및 유관단체 등과의 협조를 통해 보존·관리하고 있다. 특히 중국, 러시아 등 광범위한 지역에 유적이 산재해 있는 국가의 경우에는 현지 유관기관 및 대학 등과 협약을 체결해서 위탁관리하고 있다. 	분야 상이
X	natua_table_lookup_finance-6801400	0.0341	table_lookup	우리나라 수출 가운데 2013년에 반도체의 점유율은 어느 정도야	8.4	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	분야 상이
X	natua_numeric_reasoning_numeric-f4d40e8c-65e5-4b3b-a012-d818778fe2fb	0.0337	numeric_reasoning	8일 현대자동차는 무엇의 렌더링 이미지를 공개했는가?	올 뉴 아반떼 N라인	압타바이오가 상장 첫날 약세다. 12일 코스닥 시장에 상장한 압타바이오는 시초가를 5만200원에 형성하고 오전 9시8분 현재 이보다 6000원(11.95%) 떨어진 4만4200원에 거래되고 있다. 공모가(3만원)는 웃돈다. 압타바이오는 난치성 항암치료제 2종과 당뇨합병증 치료제 5종 등 7개의 신약 파이프라인을 보유한 바이오 기업이다.	분야 상이
X	natua_yes_no_finance-7212433	0.0336	yes_no	한국의 성장이 느려지기 시작한 시기가 1998년 외환위기부터야	Yes	□ 한국은행은 지난 3월 30일부터 약 한달간 일반 국민들과 소통의 폭을 넓혀 나가기 위하여 처음으로 ｢한국은행 스토리텔링｣을 공모하였음     ㅇ 공모내용은 한국은행과 관련한 미담이나 체험담을 600자 내외로 엮은 스토리임 □ 공모 결과 전국 각지에서 총 196명이 응모하였으며, 1차 심사에서 100편의 후보작을 뽑은 후 외부 심사위원이 포함된 2차 심사	상식으로 답 가능
X	natua_yes_no_finance-7046792	0.0336	yes_no	스위스국립은행은 통화정책을 이행할 때 경제성장도 생각해야 할까	Yes	□ 경기도 청년층의 경제활동참가율은 44.6%, 고용율은 41.3%로서 전국 평균(43.2%, 39.7%)보다는 다소 높은 수준임 ○ 2013년 현재 경기도 전체 경제활동인구는 6,172천명이며 고용률은 60.0%를 기록 – 30대에서 50대까지 중장년층의 고용률은 모두 70%를 상회하여 청년층 고용률과 큰 차이를 나타냄 ○ 청년층을 제외한 30대 이상이 	상식으로 답 가능
X	natua_yes_no_finance-7462587	0.0333	yes_no	비수도권과 수도권은 연령상승으로 인한 임금상승분이 비슷했을까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이
O	natua_table_lookup_finance-7711728	0.0331	table_lookup	2013년에 제출된 지방세 관련 심사청구 중 처리가 진행 중인 건은 어느 정도지	41	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-7711695	0.0331	table_lookup	일종의 납세자 권익보호 제도인 이의신청의 처리건수가 2008년에 전부 얼마였지	5,053	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-7711737	0.033	table_lookup	납세자 고충민원 처리 결과에서 2012년도에 감면된 세금의 금액은 얼마지	59,492	전자, 기계, 석유화학, 철강금속 등 4대 주력산업을 기준으로 우리나라의 대세계 경쟁력을 세계시장 점유율, 무역특화지수, 현시비교우위지수 등을 활용하여 평가해 본 결과, 2005년 대비 경쟁력이 개선된 것으로 나타났으나 중국보다는 개선폭이 작아 중국 대비 경쟁력 격차가 축소된 것으로 분석되었다. 우리나라의 세계시장 점유율은 전자, 기계 및 석유화학에서 소폭	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711784	0.0329	table_lookup	북광주세무서가 2013년도 귄리보호요청건에 대하여 처리를 한 건은 모두 몇 개지	13	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-6822300	0.0329	yes_no	금융 감독당국은 금융을 안정시키는 역할을 수행해야 해	Yes	□ 소규모 사업자 외에 면허를 받아야 하는 사업자는 육상교통청에 통행 및 운전자 관련 자료를 제출하여 야 하며, 육상교통청은 위반행위나 안전사고에 관한 사업자의 보고 의무와 조치 방안 등을 포함한 사업자 준수규범을 마련할 수 있음 □ 육상교통청은 결함이 있거나 위험성이 있는 자동차 모델의 사용을 금지하는 등 필요한 경우 모든 사업자(면허가 불필요한 소규모 	상식으로 답 가능
O	natua_table_lookup_finance-7176569	0.0327	table_lookup	몇 만 원이 침수흔적표시를 무단으로 훼손한 사실이 2차로 적발됐을 때 내야 하는 과태료야	300	Ⅳ. 한중간 경쟁력 비교1. 개황중국은 세계의 주요 시장에서 빠른 속도로 시장점유율을 높여가고 있으나 우리나라의 점유율은 정체 상태를 보이는 등 시장점유율로 보았을 때 우리나라의 대중 경쟁력은 약화된 것으로 평가된다. 다만 제3국과 비교할 경우 제3국의 점유율이 떨어지고 있는 점에 비추어 여타국보다는 상대적으로 양호한 것으로 보인다. 2005~14년중 국가	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7021136	0.0326	yes_no	신용정보회사 관리 수준을 높이기 위해 늘리려는 사람 수는 1명이니	Yes	실제로 한국의 여성 노동 시장참여율은 선진국에 비해 낮은 수준으로 정책적 개입의 여지가 큰 것으로 사료된다. [그림1]에서 확인할 수 있듯이 2013년 15-64세 인구 중 여성의 경제활동참가율은 53.9%로 약 60~80%의 수준을 보이는 대부분 OECD 국가와의 차이가 크다. 또한 대한민국 합계출산율은 2013년에 가임기 여성의 1명당 1.19명으로 1	분야 상이
X	natua_text_span_finance-7450830	0.0324	text_span	스마트그리드 국가 로드맵을 결정한 사실을 산업통상자원부가 어느 날짜에 발표했어	2010년 1월 25일	산업자본의 금융지배는 금융 자원을 독점하는 문제도 일으킬 수 있다. 금융회사가 사금고화되어 산업자본의 자금 조달 창구 역할을 할 경우 이 금융회사에 기반을 둔 기업은 경쟁 업체에 비해 절대적인 경쟁력 우위를 확보할 수 있다. 이러한 문제는 경쟁 기업에 대한 여신이 의도적으로 제한되거나 부실 계열 기업에 대한 지원이 지속될 경우 더욱 심화된다. 또한 계열 기	분야 상이
O	natua_table_lookup_finance-7711725	0.0324	table_lookup	감사원에 제출된 국세 관련 심사청구건의 수는 2012년에 어느 정도였어	405	우리나라는 모든 가공단계에서 세계시장 점유율이 상대적으로 하락하고 반제품을 제외하면 부품, 자본재 및 소비재에서 중국 대비 비교우위가 약화된 것으로 분석되었다. 특히 소비재의 경우 우리나라의 세계시장 점유율은 중국의 1/10, 자본재의 경우는 1/8에 불과하다(2013년 기준). 2005~13년중 현시비교우위지수의 변화를 보면, 반제품은 우리나라의 대중국 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_text_span_finance-7810308	0.0322	text_span	이해관계를 어떤 방법으로 금융위 실무진과 금융위원장은 조정해왔어	수차례 경영진, 금융노조, 각 협회 노조 등과의 면담을 통해	□ 착오송금 피해자와 은행 창구직원들은 착오송금으로 인한 피해를 호소하고 대책 마련 필요성을 촉구 ㅇ 착오송금 피해자들은 그동안 겪었던 ‘심리적 불안’과 ‘금전적 피해’를 생생(生生)한 목소리로 전달 ㅇ 착오송금 업무를 맡고 있는 금융회사 담당자들은, - 그동안 고객들의 피해를 적극적으로 도와드리고 싶었지만, 마땅한 해결책이 없어 안타까웠던 경험들을 공유 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711755	0.0321	table_lookup	2013년에 서울지방국세청에서 채택 처리된 과세전적부심사건은 어느 정도였지	333	우리나라는 모든 가공단계에서 세계시장 점유율이 상대적으로 하락하고 반제품을 제외하면 부품, 자본재 및 소비재에서 중국 대비 비교우위가 약화된 것으로 분석되었다. 특히 소비재의 경우 우리나라의 세계시장 점유율은 중국의 1/10, 자본재의 경우는 1/8에 불과하다(2013년 기준). 2005~13년중 현시비교우위지수의 변화를 보면, 반제품은 우리나라의 대중국 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-6802559	0.0321	table_lookup	송금 및 결제 분야 5순위는 어떤 나라야	영국	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-7711687	0.032	table_lookup	처리건이 증가한 2010년 과세전적부심사의 채택률은 얼마였어	34.5	2000년대 중반 이후 신흥국의 고기술제품 수출이 점차 늘어나고 이에 필요한 노동집약적 제품 및 저·중간기술 제품의 자급률도 상승하는 등 신흥국과 선진국간 기술격차 축소 등으로 글로벌 생산분업은 확장세가 둔화되고 있다.  〈표 2〉 세계교역의 기술수준별 비중 <table><tbody><tr><td></td><td>연도</td><td>노동집약적</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711785	0.0317	table_lookup	권리보호요청건으로 제출된 건 중 서울지방국세청이 취급해야 하는 건은 얼마나 돼	332	우리나라는 모든 가공단계에서 세계시장 점유율이 상대적으로 하락하고 반제품을 제외하면 부품, 자본재 및 소비재에서 중국 대비 비교우위가 약화된 것으로 분석되었다. 특히 소비재의 경우 우리나라의 세계시장 점유율은 중국의 1/10, 자본재의 경우는 1/8에 불과하다(2013년 기준). 2005~13년중 현시비교우위지수의 변화를 보면, 반제품은 우리나라의 대중국 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711734	0.0317	table_lookup	2012년에는 납세자 고충민원 중에서 몇 건이 시정 처리되었지	4,883	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-6492869	0.0315	text_span	가계를 대상으로 한 재정지출액이 줄어들 계획이었던 건 언제부터야	2분기	대중문화예술산업발전법 시행령 일부개정령(안) 입법예고 1. 개정이유 ㅇ 대중문화예술기획업의 등록을 한 자가 등록 결격사유에 해당하는 경우 그 등록을 취소하도록 제재를 강화하는 등의 내용으로 대중문화예술산업발전법이 개정(‘19. 11. 26.)됨에 따라 행정처분의 기준 등을 개정하고자 함. 2. 주요내용 ㅇ 대중문화예술기획업의 등록을 한 자가 등록 결격사유에	분야 상이
X	natua_table_lookup_finance-6801355	0.0314	table_lookup	2005년 한국의 원재료는 현시비교우위가 어떻게 돼	0.03	□ 이의신청의 처리건수는 2008년 4,602건, 2012년 5,165건으로 지속적으로 증가추세를 보이다가 2013년(4,686건)에는 소폭 감소하는 모습을 보이고 있음 (단위: 건, %, 백만 원)  [표 5] 이의신청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상 건수</td><	중복 질문 — 대표 1건 유지
X	natua_text_span_finance-7450889	0.0313	text_span	발전사업자가 어디에 진출할지 결정할 때 전력설비 계획이 필요해	전력시장	방송통신위원회는 이동통신사업자와 디지털콘텐츠제공업자 간의 수익배분 행위에 대한 사후 규제를 위하여 「전기통신사업법」 제50조(금지행위)에 통신사업자가 디지털 콘텐츠를 제공하기 위한 거래에서 적정한 수익배분을 거부하거나 제한하는 행위에 대하여 규정하고 있다. 그러나 유선포털사업자와 콘텐츠제공업자 간의 관계에서 발생할 수 있는 불공정 행위에 대해서는 현행 법 	중복 질문 — 대표 1건 유지
X	natua_yes_no_finance-6477453	0.0308	yes_no	여러 가지의 실물과 금융통계들이 국민소득통계의 기초자료로써 활용됐어	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_text_span_finance-7450885	0.0305	text_span	무엇을 개발해야 에너지 부하율을 높일 수 있지	최대부하 저감 기술	경찰공무원 승진임용 규정 시행규칙 일부개정령(안) 입법예고 1. 개정이유 자치경찰제 시행(’21. 1. 1.)으로 자치경찰사무 담당 경찰공무원에 대한 임용권이 시·도지사, 시·도자치경찰위원회, 시·도경찰청장에게 위임됨. 시·도지사, 시·도경찰청장이 표창을 수여할 경우 상점을 3점으로 규정하고 있으나, 시·도자치경찰위원회에 대해서는 규정되어 있지 않으므로, 	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6800151	0.0305	table_lookup	선진국의 중간기술 제품 수출은 2000년에 세계교역에서의 비율이 얼마야	40.3	□ 과세전적부심사 처리건수는 2009년과 2010년 각각 5,948건, 6,314건으로 확대된 이후 지속적으로 감소 추세임 (단위: 건, % 억 원)  [표 4] 과세전적부심사 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">통지 건수</td><td rowspan="2">처리대상 건수</td>	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_yes_no_finance-6794138	0.0305	yes_no	한국은행법은 제정 당시에 형태상 제2유형의 중앙은행법으로 분류되었니	Yes	□ 한국은행은 지난 3월 30일부터 약 한달간 일반 국민들과 소통의 폭을 넓혀 나가기 위하여 처음으로 ｢한국은행 스토리텔링｣을 공모하였음     ㅇ 공모내용은 한국은행과 관련한 미담이나 체험담을 600자 내외로 엮은 스토리임 □ 공모 결과 전국 각지에서 총 196명이 응모하였으며, 1차 심사에서 100편의 후보작을 뽑은 후 외부 심사위원이 포함된 2차 심사	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7476794	0.0305	yes_no	수도권이 비수도권에 비해 화이트칼라의 비율이 더 높지	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이
X	natua_text_span_finance-7450836	0.0304	text_span	전기 요금을 변화시켜 전력 소비량을 적절하게 조절하는 전략이 뭐야	수요반응	4. 향후 과제 (1) 영화 및 영화산업 정의의 확장 영화 부가시장의 패러다임 변화에 발맞추어 관련 법률의 ‘영화’ 및 ‘영화산업’의 정의에 대한 재검토가 필요하다. 현행 「영화 및 비디오물의 진흥에 관한 법률」의 ‘영화’의 정의는 영화의 온라인 유통 현상을 포섭하고 있지 않고, 유통 플랫폼을 영화상영관 등의 장소로 한정하고 있기 때문에, 이에 대한 보완이	분야 상이
X	natua_yes_no_finance-6822301	0.0304	yes_no	금융 안정화 기능을 금융 관리당국이 실행해야 해	Yes	(2) 대규모 PHCB사업자 면허 의무화 등 면허 체계 개편 □ 차량과 사업 종류에 따른 기존의 면허 체계를 제공하는 서비스에 따른 새로운 면허 체계로 개편하고, 기존에는 관련 면허 제도가 없어 면허 취득 의무가 없었던 PHCB사업자 중 플랫폼에 등록된 차량이 800대 이상인 대규모 PHCB사업자에게도 해당 영업면허 취득을 의무화함 ○ 기존에는 택시운영사업	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6800148	0.0303	table_lookup	2012년 선진국의 저기술 제품 수출 비율은 얼마야	10.0	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_text_span_finance-6383703	0.0302	text_span	도서지역 372군데에서 진행 중인 지원 사업 건수는 얼마지	1,317건	가맹사업 진흥에 관한 법률 시행령 일부개정령(안) 입법예고 1. 개정이유 가맹사업 진흥에 관한 법률이 개정됨에 따라 그 후속조치로 대통령령에서 정하고 있는 가맹사업 실태조사 주기를 법과 동일하게 2년으로 변경하고, 법에서 신설된 가맹사업 해외진출 지원 정보체계 구축과 관련해 법에서 대통령령으로 위임한 사항을 규정하고, 정보체계 구축운영에 관한 업무를 위탁할	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7212429	0.0301	yes_no	비수도권보다 수도권에서 비교적 높았던 것은 임금수준일까	Yes	(3) 교육감의 임용권 견제 미비 교과부는 교장공모제를 확대 실시하여 교육감에 집중된 교장인사권을 단위학교로 분산하겠다고 발표하였다. 그러나 현제도는 인사권 분산에 있어 5, 6차 시범적용에 비해 큰 차이가 없다. 교육감이 교육청 심사위원회의 구성에 사실상 영향력을 행사할 수도 있다는 점에서 보면, 학운위 심사에서 상위 2인을 선정하여 추천하던 5차 시범적	분야 상이
X	natua_text_span_finance-6492868	0.03	text_span	언제 실적을 공표한 업체의 86.5퍼센트가 예상치보다 실적이 웃돌았던 거야	21.2/4분기	온천법 일부개정법률(안) 입법예고 1. 개정이유 가. 출입검사의 목적으로 온천자원 보호, 온천의 적정관리 및 효과적인 이용을 명시 나. 온천법의 공동급수 및 과태료에 대해서 일몰해제 적용 다. 온천법이 인용하고 있는 법률의 제명과 인용하고 있는 용어가 해당 법률의 개정에 따라 변경된 인용 법률 제명을 반영 2. 주요내용 가. 출입검사의 목적으로 온천자원 보	분야 상이
X	natua_yes_no_finance-6794131	0.0298	yes_no	중국의 통화정책을 세우고 집행을 맡은 곳은 중국인민은행이야	Yes	(2) 당사자 간 지속적인 소통과 협력을 통한 정책 마련 □ 우리나라에서는 현재 당사자들이 첨예하게 대립하고 있고, 정책 당사자의 참여를 통한 지속적인 소통과 협력이 이루어지지 못해 효과적인 정책의 수립·집행이 제한되고 있음 □ 싱가포르의 경우 새로운 규제 프레임워크를 도입하는 과정에 정책 당사자인 운전자, 택시협회, 승차공유차량협회, 사업자, 일반 국민이	상식으로 답 가능
X	natua_text_span_finance-6817445	0.0295	text_span	증시의 투명성을 높이고 선전화시키려면 어떻게 해야 해	기업 지배권 시장을 활성화	2. 보고서 작성의 목적 □ 스마트그리드 사업 정의의 구체화 ○ 「지능형전력망법」에서 규정하고 있는 스마트그리드의 개념이 모호하여, 이에 대한 사업 평가 또는 사업에 대한 투자의 방향 설정에 어려움을 겪고 있음 - 우리나라와 마찬가지로 스마트그리드를 법률에서 규정하여 사업을 진행하고 있는 미국 입법례를 분석하여 스마트그리드의 정의를 보다 구체화시키고자 함 	분야 상이
X	natua_table_lookup_finance-6800146	0.0295	table_lookup	2000년에 선진국의 중간기술 제품 수출이 세계교역에서 차지하는 건 몇 퍼센트야	40.3	◆ 그 중 국세만을 기준으로 보면, 총 처리건수 5,006건 중 90일 이내 처리건수는 1,343건으로 약 27% 수준임 (단위: 건)  [표 20] 심판청구 세목별 기한 내 처리건수 <table><tbody><tr><td rowspan="2">연도</td><td rowspan="2">전체건수</td><td colspan="6">국세</td><td rows	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6801284	0.0293	table_lookup	가공단계 가운데 소비재는 수출에서 어느 정도의 비중을 차지해	11.4	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-6800152	0.0291	table_lookup	1995년 신흥국의 노동집약적 제품은 얼마의 수출 비중을 차지해	28.7	□ 권리보호요청은 매년 약 1,000건 정도 접수되며, 약 90% 정도의 시정률을 보이고 있음 (단위: 건)  [표 10] 권리보호요청 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">처리대상</td><td colspan="3">처리 현황</td></tr><tr><td>계</td><td>시정<	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-6776954	0.0288	table_lookup	도서지역 중 가장 큰 제주에 속한 섬들의 전체 면적은 얼마야	15,806,222	Ⅳ. 한중간 경쟁력 비교1. 개황중국은 세계의 주요 시장에서 빠른 속도로 시장점유율을 높여가고 있으나 우리나라의 점유율은 정체 상태를 보이는 등 시장점유율로 보았을 때 우리나라의 대중 경쟁력은 약화된 것으로 평가된다. 다만 제3국과 비교할 경우 제3국의 점유율이 떨어지고 있는 점에 비추어 여타국보다는 상대적으로 양호한 것으로 보인다. 2005~14년중 국가	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_table_lookup_finance-6776949	0.0285	table_lookup	가장 큰 도서지역인 제주에 있는 섬들의 면적은 모두 얼마나 돼	15,806,222	2005~13년중 우리나라 전자산업의 주요 수출품은 대세계 경쟁력이 개선되었으나 중국에 비해서는 개선폭이 작아 대중국 경쟁력 격차가 축소된 것으로 분석된다. 우리나라의 세계시장 점유율은 컴퓨터와 컴퓨터 부품을 제외하고는 모두 상승하였으며, 무역특화지수도 컴퓨터를 제외한 대부분의 제품에서 수출특화가 강화되거나 수출특화로 전환하였다.  〈표 9〉 전자산업 주력	중복 질문 — 대표 1건 유지
O	natua_table_lookup_finance-6800996	0.0277	table_lookup	2014년 멕시코의 세계 수출시장 점유 비율은 얼마나 돼	2.3	□ 과세전적부심사 처리건수는 2009년과 2010년 각각 5,948건, 6,314건으로 확대된 이후 지속적으로 감소 추세임 (단위: 건, % 억 원)  [표 4] 과세전적부심사 처리 현황 <table><tbody><tr><td rowspan="2">년도</td><td rowspan="2">통지 건수</td><td rowspan="2">처리대상 건수</td>	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
